-0.00000, 4.66521
0.20000, 5.18384
0.40000, 5.67792
0.60000, 6.25663
0.80000, 6.73131
1.00000, 7.19432
1.20000, 7.60628
1.40000, 8.02858
1.60000, 8.38926
1.80000, 8.75900
2.00000, 9.08121
2.20000, 9.41210
2.40000, 9.70397
2.60000, 9.99273
2.80000, 10.25048
3.00000, 10.51586
3.20000, 10.74800
3.40000, 10.98341
3.60000, 11.18441
3.80000, 11.38865
4.00000, 11.57056
4.20000, 11.77456
4.40000, 11.94735
4.60000, 12.10271
4.80000, 12.25564
5.00000, 12.37538
5.20000, 12.48647
5.40000, 12.62023
5.60000, 12.73003
5.80000, 12.82772
6.00000, 12.93761
6.20000, 13.05372
6.40000, 13.15223
6.60000, 13.23589
6.80000, 13.34538
7.00000, 13.42002
7.20000, 13.50040
7.40000, 13.57281
7.60000, 13.64190
7.80000, 13.69913
8.00000, 13.75097
8.20000, 13.81299
8.40000, 13.86754
8.60000, 13.91603
8.80000, 13.96453
9.00000, 14.01399
9.20000, 14.06923
9.40000, 14.11179
9.60000, 14.14230
9.80000, 14.17243
10.00000, 14.20290
10.20000, 14.22537
10.40000, 14.26445
10.60000, 14.28913
10.80000, 14.31348
11.00000, 14.33852
11.20000, 14.36248
11.40000, 14.38689
11.60000, 14.41117
11.80000, 14.43526
12.00000, 14.45397
12.20000, 14.46598
12.40000, 14.48477
12.60000, 14.51533
12.80000, 14.51534
13.00000, 14.53368
13.20000, 14.54591
13.40000, 14.56432
13.60000, 14.56427
13.80000, 14.58260
14.00000, 14.58855
14.20000, 14.61928
14.40000, 14.61928
14.60000, 14.61943
14.80000, 14.63762
15.00000, 14.64374
15.20000, 14.64374
15.40000, 14.64327
15.60000, 14.65784
15.80000, 14.66208
16.00000, 14.66315
16.20000, 14.66820
16.40000, 14.67839
16.60000, 14.68654
16.80000, 14.68655
17.00000, 14.69266
17.20000, 14.70057
17.40000, 14.71102
17.60000, 14.71724
17.80000, 14.71711
18.00000, 14.71711
18.20000, 14.71711
18.40000, 14.71711
18.60000, 14.72323
18.80000, 14.72977
19.00000, 14.72935
19.20000, 14.74157
19.40000, 14.74227
19.60000, 14.74157
19.80000, 14.74157
20.00000, 14.74118
